prompt_id,sample_id,timestep,concept_a,concept_b,prompt_text,text_embedding_path,image_latent_path,noise_pred_path
1,39,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_039_t08.pt,image_trajectories/prompt_001/sample_039_noise.pt
1,40,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_040_t05.pt,image_trajectories/prompt_001/sample_040_noise.pt
1,41,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_041_t07.pt,image_trajectories/prompt_001/sample_041_noise.pt
1,42,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_042_t08.pt,image_trajectories/prompt_001/sample_042_noise.pt
1,43,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_043_t10.pt,image_trajectories/prompt_001/sample_043_noise.pt
1,44,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_044_t10.pt,image_trajectories/prompt_001/sample_044_noise.pt
1,45,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_045_t05.pt,image_trajectories/prompt_001/sample_045_noise.pt
1,46,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_046_t05.pt,image_trajectories/prompt_001/sample_046_noise.pt
1,47,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_047_t07.pt,image_trajectories/prompt_001/sample_047_noise.pt
1,48,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_048_t10.pt,image_trajectories/prompt_001/sample_048_noise.pt
1,49,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_049_t07.pt,image_trajectories/prompt_001/sample_049_noise.pt
1,50,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_050_t10.pt,image_trajectories/prompt_001/sample_050_noise.pt
1,51,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_051_t04.pt,image_trajectories/prompt_001/sample_051_noise.pt
1,52,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_052_t08.pt,image_trajectories/prompt_001/sample_052_noise.pt
1,53,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_053_t07.pt,image_trajectories/prompt_001/sample_053_noise.pt
1,54,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_054_t08.pt,image_trajectories/prompt_001/sample_054_noise.pt
1,55,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_055_t06.pt,image_trajectories/prompt_001/sample_055_noise.pt
1,56,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_056_t09.pt,image_trajectories/prompt_001/sample_056_noise.pt
1,57,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_057_t08.pt,image_trajectories/prompt_001/sample_057_noise.pt
1,58,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_058_t09.pt,image_trajectories/prompt_001/sample_058_noise.pt
1,59,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_059_t07.pt,image_trajectories/prompt_001/sample_059_noise.pt
1,60,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_060_t06.pt,image_trajectories/prompt_001/sample_060_noise.pt
1,61,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_061_t09.pt,image_trajectories/prompt_001/sample_061_noise.pt
1,62,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_062_t05.pt,image_trajectories/prompt_001/sample_062_noise.pt
1,63,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_063_t05.pt,image_trajectories/prompt_001/sample_063_noise.pt
1,64,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_064_t07.pt,image_trajectories/prompt_001/sample_064_noise.pt
1,65,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_065_t06.pt,image_trajectories/prompt_001/sample_065_noise.pt
1,66,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_066_t10.pt,image_trajectories/prompt_001/sample_066_noise.pt
1,67,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_067_t05.pt,image_trajectories/prompt_001/sample_067_noise.pt
1,68,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_068_t10.pt,image_trajectories/prompt_001/sample_068_noise.pt
1,69,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_069_t05.pt,image_trajectories/prompt_001/sample_069_noise.pt
1,70,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_070_t10.pt,image_trajectories/prompt_001/sample_070_noise.pt
1,71,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_071_t07.pt,image_trajectories/prompt_001/sample_071_noise.pt
1,72,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_072_t04.pt,image_trajectories/prompt_001/sample_072_noise.pt
1,73,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_073_t06.pt,image_trajectories/prompt_001/sample_073_noise.pt
1,74,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_074_t09.pt,image_trajectories/prompt_001/sample_074_noise.pt
1,75,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_075_t06.pt,image_trajectories/prompt_001/sample_075_noise.pt
1,76,5,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_076_t05.pt,image_trajectories/prompt_001/sample_076_noise.pt
1,77,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_077_t04.pt,image_trajectories/prompt_001/sample_077_noise.pt
1,78,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_078_t04.pt,image_trajectories/prompt_001/sample_078_noise.pt
1,79,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_079_t08.pt,image_trajectories/prompt_001/sample_079_noise.pt
1,80,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_080_t09.pt,image_trajectories/prompt_001/sample_080_noise.pt
1,81,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_081_t07.pt,image_trajectories/prompt_001/sample_081_noise.pt
1,82,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_082_t09.pt,image_trajectories/prompt_001/sample_082_noise.pt
1,83,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_083_t09.pt,image_trajectories/prompt_001/sample_083_noise.pt
1,84,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_084_t06.pt,image_trajectories/prompt_001/sample_084_noise.pt
1,85,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_085_t08.pt,image_trajectories/prompt_001/sample_085_noise.pt
1,86,8,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_086_t08.pt,image_trajectories/prompt_001/sample_086_noise.pt
1,87,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_087_t09.pt,image_trajectories/prompt_001/sample_087_noise.pt
1,88,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_088_t10.pt,image_trajectories/prompt_001/sample_088_noise.pt
1,89,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_089_t06.pt,image_trajectories/prompt_001/sample_089_noise.pt
1,90,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_090_t09.pt,image_trajectories/prompt_001/sample_090_noise.pt
1,91,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_091_t07.pt,image_trajectories/prompt_001/sample_091_noise.pt
1,92,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_092_t07.pt,image_trajectories/prompt_001/sample_092_noise.pt
1,93,6,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_093_t06.pt,image_trajectories/prompt_001/sample_093_noise.pt
1,94,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_094_t04.pt,image_trajectories/prompt_001/sample_094_noise.pt
1,95,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_095_t10.pt,image_trajectories/prompt_001/sample_095_noise.pt
1,96,10,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_096_t10.pt,image_trajectories/prompt_001/sample_096_noise.pt
1,97,9,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_097_t09.pt,image_trajectories/prompt_001/sample_097_noise.pt
1,98,4,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_098_t04.pt,image_trajectories/prompt_001/sample_098_noise.pt
1,99,7,Ice Cream,Cone,A scoop of ice cream served in a crunchy cone.,text_embeddings/prompt_001.pt,image_trajectories/prompt_001/sample_099_t07.pt,image_trajectories/prompt_001/sample_099_noise.pt
2,0,10,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_000_t10.pt,image_trajectories/prompt_002/sample_000_noise.pt
2,1,8,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_001_t08.pt,image_trajectories/prompt_002/sample_001_noise.pt
2,2,5,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_002_t05.pt,image_trajectories/prompt_002/sample_002_noise.pt
2,3,5,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_003_t05.pt,image_trajectories/prompt_002/sample_003_noise.pt
2,4,4,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_004_t04.pt,image_trajectories/prompt_002/sample_004_noise.pt
2,5,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_005_t07.pt,image_trajectories/prompt_002/sample_005_noise.pt
2,6,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_006_t06.pt,image_trajectories/prompt_002/sample_006_noise.pt
2,7,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_007_t09.pt,image_trajectories/prompt_002/sample_007_noise.pt
2,8,8,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_008_t08.pt,image_trajectories/prompt_002/sample_008_noise.pt
2,9,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_009_t07.pt,image_trajectories/prompt_002/sample_009_noise.pt
2,10,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_010_t09.pt,image_trajectories/prompt_002/sample_010_noise.pt
2,11,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_011_t09.pt,image_trajectories/prompt_002/sample_011_noise.pt
2,12,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_012_t06.pt,image_trajectories/prompt_002/sample_012_noise.pt
2,13,8,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_013_t08.pt,image_trajectories/prompt_002/sample_013_noise.pt
2,14,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_014_t09.pt,image_trajectories/prompt_002/sample_014_noise.pt
2,15,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_015_t09.pt,image_trajectories/prompt_002/sample_015_noise.pt
2,16,9,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_016_t09.pt,image_trajectories/prompt_002/sample_016_noise.pt
2,17,4,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_017_t04.pt,image_trajectories/prompt_002/sample_017_noise.pt
2,18,5,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_018_t05.pt,image_trajectories/prompt_002/sample_018_noise.pt
2,19,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_019_t06.pt,image_trajectories/prompt_002/sample_019_noise.pt
2,20,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_020_t06.pt,image_trajectories/prompt_002/sample_020_noise.pt
2,21,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_021_t06.pt,image_trajectories/prompt_002/sample_021_noise.pt
2,22,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_022_t07.pt,image_trajectories/prompt_002/sample_022_noise.pt
2,23,10,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_023_t10.pt,image_trajectories/prompt_002/sample_023_noise.pt
2,24,10,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_024_t10.pt,image_trajectories/prompt_002/sample_024_noise.pt
2,25,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_025_t07.pt,image_trajectories/prompt_002/sample_025_noise.pt
2,26,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_026_t07.pt,image_trajectories/prompt_002/sample_026_noise.pt
2,27,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_027_t07.pt,image_trajectories/prompt_002/sample_027_noise.pt
2,28,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_028_t07.pt,image_trajectories/prompt_002/sample_028_noise.pt
2,29,4,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_029_t04.pt,image_trajectories/prompt_002/sample_029_noise.pt
2,30,8,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_030_t08.pt,image_trajectories/prompt_002/sample_030_noise.pt
2,31,4,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_031_t04.pt,image_trajectories/prompt_002/sample_031_noise.pt
2,32,6,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_032_t06.pt,image_trajectories/prompt_002/sample_032_noise.pt
2,33,5,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_033_t05.pt,image_trajectories/prompt_002/sample_033_noise.pt
2,34,10,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_034_t10.pt,image_trajectories/prompt_002/sample_034_noise.pt
2,35,10,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_035_t10.pt,image_trajectories/prompt_002/sample_035_noise.pt
2,36,7,Ice Cream,Plate,A scoop of ice cream served flat on a dinner plate.,text_embeddings/prompt_002.pt,image_trajectories/prompt_002/sample_036_t07.pt,image_trajectories/prompt_002/sample_036_noise.pt
